timestamp_s,source,amplitude,phase_std,amplitude_MA,phase_MA,SNR_dB,backlog
1762848910.630299,CSI,1148.2471561591701,0.3510565455715136,1148.2471561591701,0.3510565455715136,,
1762848910.955838,CSI,1154.8878886393154,0.3922270283261159,1151.5675223992428,0.3716417869488148,,
1762848911.135022,CSI,1141.5362389963875,0.2679959653827952,1148.2237612649576,0.3370931797601416,,
1762848911.390136,CSI,1618.1113301419,1.1637905747265485,1265.6956534841934,0.5437675285017434,,
1762848911.603801,CSI,1029.0821152852673,0.19618319713117946,1218.3729458444082,0.47425066222763057,,
1762848911.813265,CSI,1167.9212072691766,0.43369085202856145,1209.9643227485365,0.467490693861119,,
1762848911.999757,CSI,1239.3651600718813,0.06253022112495617,1214.164442366157,0.4096391977559529,,
1762848912.185856,CSI,1650.4937080090217,1.4823262038105605,1268.705600571515,0.5437250735127789,,
1762848912.383179,CSI,1103.8319618492662,0.16044427442935433,1250.386307380154,0.501138318059065,,
1762848912.579643,CSI,1621.186266328523,1.627937177486369,1287.4663032749909,0.6138182040017954,,
1762848912.786278,CSI,nan,0.0,nan,0.5580165490925413,,
1762848913.144863,CSI,1224.560737570824,0.17253155206992235,nan,0.5258927993406564,,
1762848913.432470,CSI,1147.5211658699561,0.17271411402569045,nan,0.49872520816258203,,
1762848913.664654,CSI,1645.1924284915851,1.3447281572441094,nan,0.559153990239834,,
1762848913.898071,CSI,nan,0.0,nan,0.5218770575571784,,
1762848914.204387,CSI,1621.4787513532979,1.3902144421664246,nan,0.5761481440952563,,
1762848914.651452,CSI,nan,0.0,nan,0.5422570767955354,,
1762848914.946783,CSI,1151.2536644892818,0.18696009351880485,nan,0.5225183555023836,,
1762848915.198596,CSI,1618.1105536473774,1.3996768957896377,nan,0.5686845944648706,,
1762848915.412969,CSI,1065.5148990042326,0.357714599878862,nan,0.5581360947355702,,
1762848916.325339,CSI,1141.947897235246,0.008908963174248484,nan,0.5319824218040787,,
1762848916.522519,CSI,1154.5639869665085,0.2122771093251228,nan,0.5174503621459444,,
1762848916.718585,CSI,1584.9324409070227,1.21192474002916,nan,0.5476449003147799,,
1762848916.896174,CSI,1570.5383800847244,1.1175430647218416,nan,0.5713906571650741,,
1762848917.094115,CSI,1107.3760118112023,1.5133694032332214,nan,0.6090698070078,,
1762848917.262191,CSI,1033.418598632713,0.20843409356087822,nan,0.5936607411059953,,
1762848917.467995,CSI,1166.171683461596,1.5129288152082714,nan,0.6277077068134871,,
1762848917.645627,CSI,1154.999567099486,0.1632566227732242,nan,0.6111201680977635,,
1762848917.845315,CSI,nan,0.0,nan,0.590047058853013,,
1762848918.028976,CSI,1623.181229614441,1.5516707752862562,nan,0.6221011827341211,,
1762848918.230575,CSI,1222.693747428194,0.056930216954244696,nan,0.6038698612573509,,
1762848918.412323,CSI,nan,0.0,nan,0.5849989280930585,,
1762848918.595044,CSI,nan,0.0,nan,0.5672716878478143,,
1762848918.775512,CSI,1113.8119230821692,0.3428254954975458,nan,0.5606703292492771,,
1762848918.976390,CSI,1527.9303423279791,1.7859606589765344,nan,0.5956786243843416,,
1762848919.191865,CSI,1124.7844237897323,0.16761129344548958,nan,0.5837878651915956,,
1762848919.379739,CSI,nan,0.0,nan,0.568009814781012,,
1762848919.577824,CSI,1100.2840542332694,0.23271401654325785,nan,0.5591862411431764,,
1762848919.790458,CSI,1487.0461067278427,1.2194996265885982,nan,0.5761173535904949,,
1762848920.007709,CSI,1093.7664284480486,0.2062946645861588,nan,0.5668717863653864,,
1762848920.228199,CSI,nan,0.0,nan,0.5530456452345233,,
1762848920.441379,CSI,nan,0.0,nan,0.5398778917765584,,
1762848920.645461,CSI,nan,0.0,nan,0.5273225919678013,,
1762848920.872284,CSI,nan,0.0,nan,0.5153379876048967,,
1762848921.083897,CSI,1461.0865170160357,1.7172775514312797,nan,0.5420477556899275,,
1762848921.543359,CSI,1100.4312790901574,0.22393809111870497,nan,0.5351323281992487,,
1762848921.807943,CSI,1438.159748531674,1.1955838466465956,nan,0.5491844881662136,,
1762848922.107355,CSI,1444.070551043103,1.1371606201049822,nan,0.561433990914938,,
