timestamp_s,source,amplitude,phase_std,amplitude_MA,phase_MA,SNR_dB,backlog
1762850080.903430,CSI,1440.0421568467425,1.4170111598678363,1440.0421568467425,1.4170111598678363,,
1762850085.409377,CSI,nan,0.0,nan,0.7085055799339182,,
1762850085.418895,CSI,1299.218410474037,0.7375622301821885,nan,0.7181911300166749,,
1762850085.423525,CSI,1364.8954338303336,1.538576525602664,nan,0.9232874789131722,,
1762850085.698185,CSI,nan,0.0,nan,0.7386299831305377,,
1762850085.724996,CSI,1446.6763698502598,1.9010173867477556,nan,0.9323612170667408,,
1762850085.894680,CSI,nan,0.0,nan,0.7991667574857778,,
1762850085.896699,CSI,nan,0.0,nan,0.6992709128000556,,
1762850085.898715,CSI,nan,0.0,nan,0.6215741447111606,,
1762850085.900730,CSI,nan,0.0,nan,0.5594167302400445,,
1762850085.908539,CSI,1448.6616217794124,1.0995591612688038,nan,0.6085205876062953,,
1762850085.910555,CSI,nan,0.0,nan,0.557810538639104,,
1762850085.912569,CSI,nan,0.0,nan,0.5149020356668653,,
1762850085.914581,CSI,1490.0640476688322,1.3157689601463958,nan,0.5721068159868318,,
1762850085.916593,CSI,1452.3977162545648,1.0686388319256546,nan,0.6052089503827534,,
1762850085.918609,CSI,nan,0.0,nan,0.5673833909838312,,
1762850085.922381,CSI,nan,0.0,nan,0.534007897396547,,
1762850085.988862,CSI,1094.5688648961288,0.2391516192992916,nan,0.5176269930578106,,
1762850085.990877,CSI,nan,0.0,nan,0.49038346710739955,,
1762850085.994405,CSI,1473.8174143489578,1.3941026057691808,nan,0.5355694240404886,,
1762850085.996417,CSI,1467.0908347120605,1.3446481441479838,nan,0.5740969821408455,,
1762850085.998428,CSI,1060.9448619037655,0.1768966947566011,nan,0.5560424236233799,,
1762850086.000441,CSI,1079.8189663087048,0.2262828456858027,nan,0.5417050506695722,,
1762850086.006479,CSI,1471.372310728284,1.5010894143891396,nan,0.5816793991578875,,
1762850086.010258,CSI,nan,0.0,nan,0.558412223191572,,
1762850086.012269,CSI,nan,0.0,nan,0.5369348299918961,,
1762850086.014282,CSI,nan,0.0,nan,0.5170483548070111,,
1762850086.016292,CSI,nan,0.0,nan,0.4985823421353321,,
1762850086.018301,CSI,nan,0.0,nan,0.4813898475789414,,
1762850086.022328,CSI,1561.0169387628046,1.1298309977017034,nan,0.5030045525830334,,
1762850086.032128,CSI,nan,0.0,nan,0.48677859927390327,,
1762850086.063596,CSI,1134.4514092723407,0.036359580734974466,nan,0.47270300494456174,,
1762850086.158454,CSI,nan,0.0,nan,0.4583786714613932,,
1762850086.177834,CSI,1551.2153071598996,1.7013630642256101,nan,0.4949370359544584,,
1762850086.184688,CSI,1562.9404524186018,1.2793107644757171,nan,0.5173477139122087,,
1762850086.190557,CSI,1146.7698112524588,0.14590370865947402,nan,0.5070298248774106,,
1762850086.193227,CSI,nan,0.0,nan,0.49332631609693994,,
1762850086.195900,CSI,1055.1227416751096,0.2157305811352641,nan,0.48602116517689586,,
1762850086.198553,CSI,nan,0.0,nan,0.47355908401851393,,
1762850086.201142,CSI,1493.6701194314203,1.7288986511749107,nan,0.5049425731974237,,
1762850086.208292,CSI,nan,0.0,nan,0.4926269006804135,,
1762850086.211860,CSI,1077.050138108714,0.37629025378741354,nan,0.4898569805162944,,
1762850086.230484,CSI,1081.6048261726646,0.023637744759795826,nan,0.47901467270800374,,
1762850086.274629,CSI,1487.0456321507534,1.1764795052981798,nan,0.49486614617596225,,
1762850086.284699,CSI,nan,0.0,nan,0.48386912070538535,,
1762850086.362595,CSI,nan,0.0,nan,0.4733502267770074,,
1762850086.366619,CSI,1042.0158348125042,0.3839614341133688,nan,0.4714483375713981,,
1762850086.370061,CSI,nan,0.0,nan,0.4616264972053273,,
1762850086.374105,CSI,nan,0.0,nan,0.4522055482827696,,
1762850086.376118,CSI,1477.5011376991126,1.1641524400104974,nan,0.46644448611732414,,
1762850086.380141,CSI,nan,0.0,nan,0.45729851580129816,,
1762850086.382151,CSI,1049.796972383529,0.40855629737501004,nan,0.4563611654469465,,
1762850086.384161,CSI,1040.0139422142379,0.2068948943789283,nan,0.4516542546720782,,
1762850086.389689,CSI,nan,0.0,nan,0.44329028699296563,,
1762850086.505200,CSI,nan,0.0,nan,0.43523046359309353,,
1762850086.533971,CSI,nan,0.0,nan,0.42745849102893124,,
1762850086.583446,CSI,1484.6330661414263,1.274670153797288,nan,0.44232185353363923,,
1762850086.590771,CSI,nan,0.0,nan,0.434695614679611,,
1762850086.592768,CSI,nan,0.0,nan,0.4273278923969057,,
1762850086.596298,CSI,1486.4487485874683,1.3216777368905752,nan,0.44223372313846687,,
1762850086.600296,CSI,nan,0.0,nan,0.43498398997226245,,
1762850086.605174,CSI,1095.1132361541431,0.37410360833206957,nan,0.43400204833290457,,
1762850086.607171,CSI,nan,0.0,nan,0.42711312693079495,,
1762850086.609172,CSI,nan,0.0,nan,0.4204394843225012,,
1762850086.613170,CSI,1065.2445728563935,0.36186203176924253,nan,0.4195382927447588,,
1762850086.615168,CSI,1046.3058826175068,0.01902624874520338,nan,0.4134699284417352,,
1762850086.617174,CSI,1485.5120442659413,1.2186678530750688,nan,0.42548780791387447,,
1762850086.620575,CSI,1098.3282751527431,0.1968011591057333,nan,0.4221247689608136,,
1762850086.623574,CSI,1086.5652304394798,0.16833667763336513,nan,0.4184466806807056,,
1762850086.649662,CSI,1087.6014895171852,0.1842324804920457,nan,0.41510076353515335,,
1762850086.657451,CSI,1117.8953439387785,0.15476296330786896,nan,0.4114340339544874,,
1762850086.673544,CSI,1091.6189811468103,0.22977256933607837,nan,0.40891095805700955,,
1762850086.709213,CSI,1101.585221396874,0.3494033438814765,nan,0.40809578526008444,,
